Pseudo-terminal will not be allocated because stdin is not a terminal.
Allocated port 6 for remote forward to localhost:5173
You are not authenticated.
Your tunnel will expire in 60 minutes. Upgrade to Pinggy Pro to get unrestricted tunnels. https://dashboard.pinggy.io
https://lkdha-49-207-132-187.free.pinggy.net
https://vpllj-49-207-132-187.run.pinggy-free.link

RB: 0, SB: 0, TC: 0, AC: 4294967295               
RB: 0, SB: 0, TC: 1, AC: 0               
RB: 0, SB: 0, TC: 1, AC: 4294967295               
RB: 0, SB: 0, TC: 2, AC: 0               
RB: 0, SB: 0, TC: 2, AC: 4294967295               
RB: 0, SB: 0, TC: 3, AC: 0               
RB: 0, SB: 0, TC: 3, AC: 0               
RB: 8612, SB: 1030022, TC: 6, AC: 6               
RB: 8612, SB: 1030022, TC: 6, AC: 6               
RB: 8612, SB: 1030022, TC: 6, AC: 6               
RB: 8612, SB: 1030022, TC: 6, AC: 6               
RB: 8612, SB: 1030022, TC: 6, AC: 6               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 15829, SB: 4065811, TC: 7, AC: 7               
RB: 23629, SB: 5736519, TC: 7, AC: 7               
RB: 23629, SB: 5736519, TC: 7, AC: 7               
RB: 23629, SB: 7346183, TC: 7, AC: 7               
RB: 23629, SB: 8378437, TC: 7, AC: 7               
RB: 23629, SB: 8378437, TC: 7, AC: 2               
RB: 23629, SB: 8378437, TC: 7, AC: 1               
RB: 23629, SB: 8378437, TC: 7, AC: 0               
RB: 23629, SB: 8378437, TC: 8, AC: 1               
RB: 23629, SB: 8378437, TC: 8, AC: 0               
RB: 23629, SB: 8378437, TC: 9, AC: 1               
RB: 23629, SB: 8378437, TC: 9, AC: 0               
RB: 23629, SB: 8378437, TC: 10, AC: 1               
RB: 23629, SB: 8378437, TC: 10, AC: 0               
RB: 23629, SB: 8378437, TC: 11, AC: 1               
RB: 23629, SB: 8378437, TC: 11, AC: 0               
RB: 23629, SB: 8378437, TC: 12, AC: 1               
RB: 23650, SB: 8378437, TC: 7, AC: 1               
RB: 23650, SB: 8378437, TC: 7, AC: 0               
RB: 23650, SB: 8378437, TC: 8, AC: 1               
RB: 33106, SB: 8378437, TC: 7, AC: 1               
RB: 36652, SB: 8378437, TC: 7, AC: 1               
RB: 57534, SB: 8378437, TC: 7, AC: 1               
RB: 72900, SB: 8378437, TC: 7, AC: 1               
RB: 100480, SB: 8378437, TC: 7, AC: 1               
RB: 127272, SB: 8378437, TC: 7, AC: 1               
RB: 171400, SB: 8378437, TC: 7, AC: 1               
RB: 219468, SB: 8378437, TC: 7, AC: 1               
RB: 274234, SB: 8378437, TC: 7, AC: 1               
RB: 316392, SB: 8378437, TC: 7, AC: 1               
RB: 359338, SB: 8378437, TC: 7, AC: 1               
RB: 408588, SB: 8378437, TC: 7, AC: 1               
RB: 449170, SB: 8378437, TC: 7, AC: 1               
RB: 485812, SB: 8378437, TC: 7, AC: 1               
RB: 532698, SB: 8378437, TC: 7, AC: 1               
RB: 578402, SB: 8378437, TC: 7, AC: 1               
RB: 605982, SB: 8378437, TC: 7, AC: 1               
RB: 635926, SB: 8378437, TC: 7, AC: 1               
RB: 687540, SB: 8378437, TC: 7, AC: 1               
RB: 734426, SB: 8378437, TC: 7, AC: 1               
RB: 734426, SB: 8378437, TC: 7, AC: 1               
RB: 775012, SB: 8380074, TC: 8, AC: 2               
RB: 821504, SB: 8380074, TC: 8, AC: 2               
RB: 872330, SB: 8380074, TC: 8, AC: 2               
RB: 924338, SB: 8380074, TC: 8, AC: 2               
RB: 973982, SB: 8380074, TC: 8, AC: 2               
RB: 1021656, SB: 8380074, TC: 8, AC: 2               
RB: 1068936, SB: 8386246, TC: 8, AC: 2               
RB: 1105972, SB: 8386246, TC: 8, AC: 2               
RB: 1147736, SB: 8386246, TC: 8, AC: 2               
RB: 1196986, SB: 8386246, TC: 8, AC: 2               
RB: 1253722, SB: 8386246, TC: 8, AC: 2               
RB: 1283272, SB: 8386246, TC: 8, AC: 2               
RB: 1336068, SB: 8386246, TC: 8, AC: 2               
RB: 1393198, SB: 8386246, TC: 8, AC: 2               
RB: 1449934, SB: 8386246, TC: 8, AC: 2               
RB: 1449934, SB: 8386246, TC: 8, AC: 2               
RB: 1449934, SB: 8386246, TC: 8, AC: 2               
RB: 1497617, SB: 8564698, TC: 8, AC: 2               
RB: 1497617, SB: 8564698, TC: 8, AC: 2               
RB: 1497617, SB: 8564698, TC: 8, AC: 2               
RB: 1497617, SB: 8564698, TC: 8, AC: 2               
RB: 1497617, SB: 8564698, TC: 8, AC: 2               
RB: 1497617, SB: 8564698, TC: 8, AC: 2               
RB: 1556352, SB: 8566403, TC: 13, AC: 7               
RB: 1583144, SB: 8566639, TC: 13, AC: 7               
RB: 1592994, SB: 8566639, TC: 13, AC: 7               
RB: 1602450, SB: 8566639, TC: 13, AC: 7               
RB: 1607572, SB: 8566639, TC: 13, AC: 7               
RB: 1610724, SB: 8566639, TC: 13, AC: 7               
RB: 1610724, SB: 8566639, TC: 13, AC: 6               
RB: 1610724, SB: 8566639, TC: 14, AC: 7               
RB: 1610724, SB: 8566639, TC: 14, AC: 6               
RB: 1610724, SB: 8566639, TC: 15, AC: 7               
RB: 1610724, SB: 8566639, TC: 15, AC: 6               
RB: 1610724, SB: 8566639, TC: 16, AC: 7               
RB: 1610724, SB: 8566639, TC: 16, AC: 6               
RB: 1610724, SB: 8566639, TC: 17, AC: 7               
RB: 1610724, SB: 8566639, TC: 17, AC: 6               
RB: 1610724, SB: 8566639, TC: 18, AC: 7               
RB: 1610724, SB: 8566639, TC: 18, AC: 6               
RB: 1610724, SB: 8566639, TC: 19, AC: 7               
RB: 1610724, SB: 8566639, TC: 19, AC: 6               
RB: 1610724, SB: 8566639, TC: 20, AC: 7               
RB: 1610724, SB: 8566639, TC: 20, AC: 7               
RB: 1610724, SB: 8566639, TC: 20, AC: 7               
RB: 1610724, SB: 8566639, TC: 20, AC: 7               
RB: 1610724, SB: 8566639, TC: 20, AC: 7               
RB: 1610724, SB: 8566639, TC: 20, AC: 7               
RB: 1610724, SB: 8566639, TC: 20, AC: 7               setsockopt TCP_NODELAY: Invalid argument

connect_to localhost port 5173: failed.


RB: 1610724, SB: 8566639, TC: 20, AC: 7               
RB: 1610724, SB: 8566639, TC: 20, AC: 6               
RB: 1610724, SB: 8566639, TC: 21, AC: 7               
RB: 1610724, SB: 8566639, TC: 21, AC: 7               connect_to localhost port 5173: failed.


RB: 1610724, SB: 8566639, TC: 21, AC: 7               
RB: 1610724, SB: 8566639, TC: 21, AC: 7               
RB: 1610724, SB: 8566639, TC: 21, AC: 7               
RB: 1610724, SB: 8566639, TC: 21, AC: 7               
RB: 1610724, SB: 8566639, TC: 21, AC: 7               connect_to localhost port 5173: failed.

connect_to localhost port 5173: failed.

connect_to localhost port 5173: failed.

connect_to localhost port 5173: failed.


RB: 1610724, SB: 8566639, TC: 21, AC: 6               
RB: 1610724, SB: 8566639, TC: 22, AC: 7               
RB: 1610724, SB: 8566639, TC: 22, AC: 7               
RB: 1610724, SB: 8566639, TC: 22, AC: 6               
RB: 1610724, SB: 8566639, TC: 23, AC: 7               
RB: 1610724, SB: 8566639, TC: 23, AC: 7               
RB: 1610724, SB: 8566639, TC: 23, AC: 6               
RB: 1610724, SB: 8566639, TC: 24, AC: 7               
RB: 1610724, SB: 8566639, TC: 24, AC: 7               
RB: 1610724, SB: 8566639, TC: 24, AC: 6               
RB: 1610724, SB: 8566639, TC: 25, AC: 7               
RB: 1610724, SB: 8566639, TC: 25, AC: 7               
RB: 1610724, SB: 8566639, TC: 25, AC: 6               
RB: 1610724, SB: 8566639, TC: 26, AC: 7               
RB: 1610724, SB: 8566639, TC: 26, AC: 7               connect_to localhost port 5173: failed.


RB: 1610724, SB: 8566639, TC: 26, AC: 7               
RB: 1610724, SB: 8566639, TC: 26, AC: 6               
RB: 1610724, SB: 8566639, TC: 27, AC: 7               
RB: 1610724, SB: 8566639, TC: 27, AC: 7               
RB: 1612694, SB: 8566639, TC: 13, AC: 7               connect_to localhost port 5173: failed.


RB: 1612694, SB: 8566639, TC: 13, AC: 7               
RB: 1612694, SB: 8566639, TC: 13, AC: 6               
RB: 1612694, SB: 8566639, TC: 14, AC: 7               
RB: 1612694, SB: 8566639, TC: 14, AC: 7               connect_to localhost port 5173: failed.

connect_to localhost port 5173: failed.

connect_to localhost port 5173: failed.

connect_to localhost port 5173: failed.


RB: 1612694, SB: 8566639, TC: 14, AC: 7               
RB: 1612694, SB: 8566639, TC: 14, AC: 7               
RB: 1612694, SB: 8566639, TC: 14, AC: 7               
RB: 1612694, SB: 8566639, TC: 14, AC: 7               
RB: 1612694, SB: 8566639, TC: 14, AC: 6               
RB: 1612694, SB: 8566639, TC: 15, AC: 7               
RB: 1612694, SB: 8566639, TC: 15, AC: 7               
RB: 1612694, SB: 8566639, TC: 15, AC: 6               
RB: 1612694, SB: 8566639, TC: 16, AC: 7               
RB: 1612694, SB: 8566639, TC: 16, AC: 7               
RB: 1612694, SB: 8566639, TC: 16, AC: 6               
RB: 1612694, SB: 8566639, TC: 17, AC: 7               
RB: 1612694, SB: 8566639, TC: 17, AC: 7               
RB: 1612694, SB: 8566639, TC: 17, AC: 6               
RB: 1612694, SB: 8566639, TC: 18, AC: 7               
RB: 1612694, SB: 8566639, TC: 18, AC: 7               connect_to localhost port 5173: failed.


RB: 1612694, SB: 8566639, TC: 18, AC: 7               connect_to localhost port 5173: failed.


RB: 1612694, SB: 8566639, TC: 18, AC: 6               
RB: 1612694, SB: 8566639, TC: 19, AC: 7               
RB: 1612694, SB: 8566639, TC: 19, AC: 7               
RB: 1612694, SB: 8566639, TC: 19, AC: 7               
RB: 1612694, SB: 8566639, TC: 19, AC: 6               
RB: 1612694, SB: 8566639, TC: 20, AC: 7               
RB: 1612694, SB: 8566639, TC: 20, AC: 7               
RB: 1612694, SB: 8566639, TC: 20, AC: 7               
RB: 1612694, SB: 8566639, TC: 20, AC: 7               
RB: 1612694, SB: 8566639, TC: 20, AC: 7               
RB: 1612694, SB: 8566639, TC: 20, AC: 7               
RB: 1614260, SB: 8582403, TC: 16, AC: 10               
RB: 1614260, SB: 8582403, TC: 16, AC: 10               
RB: 1614260, SB: 8582403, TC: 16, AC: 10               
RB: 1614260, SB: 8582403, TC: 16, AC: 10               
RB: 1614260, SB: 8582403, TC: 16, AC: 10               
RB: 1614260, SB: 8582403, TC: 16, AC: 10               
RB: 1614260, SB: 8582403, TC: 16, AC: 10               
RB: 1619036, SB: 8597133, TC: 19, AC: 12               
RB: 1619036, SB: 8597133, TC: 19, AC: 6               
RB: 1619036, SB: 8597133, TC: 19, AC: 6               
RB: 1619036, SB: 8775231, TC: 19, AC: 6               
RB: 1619036, SB: 8775231, TC: 19, AC: 6               
RB: 1619036, SB: 8775231, TC: 19, AC: 6               
RB: 1619036, SB: 8775231, TC: 19, AC: 6               
RB: 1619036, SB: 8775231, TC: 19, AC: 6               
RB: 1619036, SB: 8775231, TC: 19, AC: 6               
RB: 1619036, SB: 8775231, TC: 19, AC: 6               
RB: 1619036, SB: 8775231, TC: 19, AC: 6               
RB: 1619840, SB: 8860275, TC: 19, AC: 6               
RB: 1619840, SB: 8860275, TC: 19, AC: 6               
RB: 1620632, SB: 8860275, TC: 19, AC: 6               
RB: 1620632, SB: 8860275, TC: 19, AC: 6               
RB: 1620632, SB: 8860275, TC: 19, AC: 6               
RB: 1620632, SB: 8860275, TC: 19, AC: 6               
RB: 1620632, SB: 8860275, TC: 19, AC: 6               
RB: 1622176, SB: 9369791, TC: 19, AC: 6               
RB: 1622176, SB: 9369791, TC: 19, AC: 6               
RB: 1622176, SB: 9369791, TC: 19, AC: 6               
RB: 1622176, SB: 9369791, TC: 19, AC: 6               
RB: 1623751, SB: 9379836, TC: 19, AC: 6               
RB: 1623751, SB: 9379836, TC: 19, AC: 6               
RB: 1623751, SB: 9379836, TC: 19, AC: 6               
RB: 1623751, SB: 9379836, TC: 19, AC: 6               
RB: 1623751, SB: 9379836, TC: 19, AC: 6               
RB: 1623751, SB: 9379836, TC: 19, AC: 5               
RB: 1623751, SB: 9379836, TC: 20, AC: 6               
RB: 1623751, SB: 9379836, TC: 20, AC: 6               
RB: 1623751, SB: 9379836, TC: 20, AC: 5               
RB: 1623751, SB: 9379836, TC: 21, AC: 6               
RB: 1623751, SB: 9379836, TC: 21, AC: 6               
RB: 1623751, SB: 9379836, TC: 21, AC: 6               
RB: 1627707, SB: 9416700, TC: 20, AC: 7               
RB: 1627707, SB: 9416700, TC: 20, AC: 6               
RB: 1627707, SB: 9416700, TC: 21, AC: 7               
RB: 1627707, SB: 9416700, TC: 21, AC: 7               
RB: 1627707, SB: 9416700, TC: 21, AC: 6               
RB: 1627707, SB: 9416700, TC: 22, AC: 7               
RB: 1627707, SB: 9416700, TC: 22, AC: 7               
RB: 1627707, SB: 9482236, TC: 20, AC: 7               
RB: 1627707, SB: 9482236, TC: 20, AC: 7               
RB: 1627707, SB: 9482236, TC: 20, AC: 6               
RB: 1627707, SB: 9482236, TC: 21, AC: 7               
RB: 1627707, SB: 9482236, TC: 20, AC: 6               
RB: 1627707, SB: 9482236, TC: 21, AC: 6               
RB: 1627707, SB: 9482236, TC: 22, AC: 7               
RB: 1627707, SB: 9482236, TC: 22, AC: 7               
RB: 1627707, SB: 9482236, TC: 22, AC: 7               
RB: 1627707, SB: 9482236, TC: 22, AC: 7               
RB: 1627707, SB: 9482236, TC: 22, AC: 7               
RB: 1627707, SB: 9482236, TC: 22, AC: 7               
RB: 1629389, SB: 9516867, TC: 21, AC: 6               
RB: 1630150, SB: 9516867, TC: 22, AC: 7               
RB: 1630150, SB: 9516867, TC: 22, AC: 7               
RB: 1630150, SB: 9516867, TC: 22, AC: 7               
RB: 1630150, SB: 9516867, TC: 22, AC: 7               
RB: 1631672, SB: 9518750, TC: 22, AC: 5               
RB: 1631672, SB: 9518750, TC: 22, AC: 3               
RB: 1631672, SB: 9518750, TC: 22, AC: 3               
RB: 1631672, SB: 9518750, TC: 22, AC: 3               
RB: 1632536, SB: 9723089, TC: 22, AC: 3               
RB: 1632536, SB: 9723089, TC: 22, AC: 3               
RB: 1632536, SB: 9723089, TC: 22, AC: 3               
RB: 1632536, SB: 9723089, TC: 22, AC: 3               
RB: 1632536, SB: 9723089, TC: 22, AC: 3               
RB: 1632536, SB: 9723089, TC: 22, AC: 3               
RB: 1632536, SB: 9723089, TC: 22, AC: 3               
RB: 1632536, SB: 9723089, TC: 22, AC: 3               
RB: 1632536, SB: 9723089, TC: 22, AC: 3               
RB: 1635041, SB: 9995664, TC: 23, AC: 4               
RB: 1635041, SB: 9995664, TC: 23, AC: 4               
RB: 1635041, SB: 9995664, TC: 23, AC: 4               
RB: 1635041, SB: 9995664, TC: 23, AC: 4               
RB: 1635041, SB: 9995664, TC: 23, AC: 4               
RB: 1635041, SB: 9995664, TC: 23, AC: 4               
RB: 1635041, SB: 9995664, TC: 23, AC: 4               
RB: 1635041, SB: 9995664, TC: 23, AC: 4               
RB: 1639869, SB: 10117961, TC: 25, AC: 6               
RB: 1639869, SB: 10117961, TC: 25, AC: 6               
RB: 1639869, SB: 10117961, TC: 25, AC: 6               
RB: 1639869, SB: 10117961, TC: 25, AC: 6               
RB: 1639869, SB: 10117961, TC: 25, AC: 6               
RB: 1639869, SB: 10117961, TC: 25, AC: 6               
RB: 1639869, SB: 10117961, TC: 25, AC: 6               
RB: 1639869, SB: 10117961, TC: 25, AC: 6               
RB: 1639869, SB: 10117961, TC: 25, AC: 6               
RB: 1639869, SB: 10117961, TC: 25, AC: 6               
RB: 1639869, SB: 10117961, TC: 25, AC: 6               
RB: 1639869, SB: 10117961, TC: 25, AC: 6               
RB: 1639869, SB: 10117961, TC: 25, AC: 6               
RB: 1639869, SB: 10117961, TC: 25, AC: 6               
RB: 1639869, SB: 10117961, TC: 25, AC: 6               
RB: 1644997, SB: 10133261, TC: 25, AC: 6               
RB: 1644997, SB: 10133261, TC: 25, AC: 6               
RB: 1644997, SB: 10133261, TC: 25, AC: 6               
RB: 1644997, SB: 10133261, TC: 25, AC: 6               
RB: 1644997, SB: 10133261, TC: 25, AC: 6               
RB: 1644997, SB: 10133261, TC: 25, AC: 6               
RB: 1644997, SB: 10133261, TC: 25, AC: 6               
RB: 1644997, SB: 10133261, TC: 25, AC: 6               
RB: 1644997, SB: 10133261, TC: 25, AC: 5               
RB: 1644997, SB: 10133261, TC: 26, AC: 6               
RB: 1644997, SB: 10133261, TC: 26, AC: 6               
RB: 1644997, SB: 10133261, TC: 26, AC: 6               
RB: 1644997, SB: 10133261, TC: 26, AC: 6               
RB: 1644997, SB: 10133261, TC: 26, AC: 6               
RB: 1644997, SB: 10133261, TC: 26, AC: 5               
RB: 1644997, SB: 10133261, TC: 27, AC: 6               
RB: 1644997, SB: 10133261, TC: 26, AC: 5               
RB: 1644997, SB: 10133261, TC: 27, AC: 5               
RB: 1644997, SB: 10133261, TC: 28, AC: 6               
RB: 1644997, SB: 10133261, TC: 28, AC: 6               
RB: 1644997, SB: 10133261, TC: 28, AC: 6               
RB: 1649962, SB: 10175611, TC: 26, AC: 7               
RB: 1649962, SB: 10175611, TC: 26, AC: 7               
RB: 1649962, SB: 10175611, TC: 26, AC: 7               
RB: 1649962, SB: 10175611, TC: 26, AC: 7               
RB: 1649962, SB: 10175611, TC: 26, AC: 7               
RB: 1649962, SB: 10175611, TC: 26, AC: 7               
RB: 1649962, SB: 10175611, TC: 26, AC: 7               
RB: 1649962, SB: 10175611, TC: 26, AC: 7               
RB: 1649962, SB: 10175611, TC: 26, AC: 7               
RB: 1649962, SB: 10175611, TC: 26, AC: 7               
RB: 1649962, SB: 10175611, TC: 26, AC: 7               
RB: 1649962, SB: 10175611, TC: 26, AC: 7               
RB: 1649962, SB: 10175611, TC: 26, AC: 7               
RB: 1649962, SB: 10175611, TC: 26, AC: 6               
RB: 1649962, SB: 10175611, TC: 27, AC: 7               
RB: 1649962, SB: 10175611, TC: 27, AC: 7               
RB: 1649962, SB: 10175611, TC: 27, AC: 7               
RB: 1649962, SB: 10175611, TC: 27, AC: 7               
RB: 1649962, SB: 10175611, TC: 27, AC: 7               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1656594, SB: 10215384, TC: 28, AC: 9               
RB: 1667213, SB: 10259742, TC: 31, AC: 12               
RB: 1667213, SB: 10259742, TC: 31, AC: 12               
RB: 1667213, SB: 10259742, TC: 31, AC: 12               
RB: 1667213, SB: 10259742, TC: 31, AC: 11               
RB: 1667213, SB: 10259742, TC: 32, AC: 12               
RB: 1667213, SB: 10274658, TC: 31, AC: 9               
RB: 1667213, SB: 10274658, TC: 31, AC: 8               
RB: 1667213, SB: 10274658, TC: 31, AC: 7               
RB: 1667213, SB: 10274658, TC: 31, AC: 2               
RB: 1667213, SB: 10274658, TC: 31, AC: 1               
RB: 1667213, SB: 10274658, TC: 31, AC: 0               
RB: 1667213, SB: 10274658, TC: 32, AC: 1               
RB: 1667213, SB: 10274658, TC: 32, AC: 0               
RB: 1667213, SB: 10274658, TC: 33, AC: 1               
RB: 1667213, SB: 10274658, TC: 33, AC: 0               
RB: 1667213, SB: 10274658, TC: 34, AC: 1               
RB: 1667213, SB: 10274658, TC: 34, AC: 0               
RB: 1667213, SB: 10274658, TC: 35, AC: 1               
RB: 1667213, SB: 10274658, TC: 35, AC: 0               
RB: 1667213, SB: 10274658, TC: 36, AC: 1               
RB: 1667213, SB: 10274658, TC: 36, AC: 0               
RB: 1667213, SB: 10274658, TC: 37, AC: 1               
RB: 1667234, SB: 10274658, TC: 31, AC: 1               
RB: 1667234, SB: 10274658, TC: 31, AC: 1               
RB: 1667234, SB: 10274658, TC: 31, AC: 1               
RB: 1668026, SB: 10529666, TC: 32, AC: 2               
RB: 1668026, SB: 10529666, TC: 32, AC: 1               
RB: 1668047, SB: 10529666, TC: 32, AC: 1               
RB: 1668047, SB: 10529666, TC: 32, AC: 0               
RB: 1668047, SB: 10529666, TC: 33, AC: 1               
RB: 1668068, SB: 10529666, TC: 32, AC: 1               
RB: 1668089, SB: 10529666, TC: 32, AC: 1               
RB: 1668110, SB: 10529666, TC: 32, AC: 1               
RB: 1668131, SB: 10529666, TC: 32, AC: 1               
RB: 1668152, SB: 10529666, TC: 32, AC: 1               
RB: 1668173, SB: 10529666, TC: 32, AC: 1               
RB: 1685903, SB: 10529666, TC: 32, AC: 1               
RB: 1729243, SB: 10529666, TC: 32, AC: 1               
RB: 1777311, SB: 10529666, TC: 32, AC: 1               
RB: 1831683, SB: 10529666, TC: 32, AC: 1               
RB: 1872659, SB: 10535831, TC: 32, AC: 1               
RB: 1872659, SB: 10535831, TC: 32, AC: 1               
RB: 1907729, SB: 10537475, TC: 33, AC: 2               
RB: 1951878, SB: 10537475, TC: 33, AC: 2               
RB: 1971972, SB: 10537475, TC: 33, AC: 2               
RB: 1980246, SB: 10537475, TC: 33, AC: 2               
RB: 1983792, SB: 10537475, TC: 33, AC: 2               
RB: 1983792, SB: 10537701, TC: 33, AC: 2               
RB: 1983792, SB: 10537701, TC: 33, AC: 2               
RB: 1983792, SB: 10603237, TC: 33, AC: 2               
RB: 1983792, SB: 10603237, TC: 33, AC: 2               
RB: 1983792, SB: 10603237, TC: 33, AC: 2               
RB: 1983792, SB: 10603237, TC: 33, AC: 2               
RB: 1983792, SB: 10603237, TC: 33, AC: 2               
RB: 1983792, SB: 10603237, TC: 33, AC: 2               
RB: 1983792, SB: 10603237, TC: 33, AC: 2               
RB: 1988558, SB: 10715927, TC: 38, AC: 7               
RB: 1988558, SB: 10715927, TC: 38, AC: 7               
RB: 1988558, SB: 10715927, TC: 38, AC: 7               
RB: 1989342, SB: 10749913, TC: 38, AC: 7               
RB: 1989342, SB: 10749913, TC: 38, AC: 6               
RB: 1989342, SB: 10749913, TC: 39, AC: 7               
RB: 1989342, SB: 10749913, TC: 39, AC: 6               
RB: 1989342, SB: 10749913, TC: 40, AC: 7               
RB: 1989342, SB: 10749913, TC: 40, AC: 7               
RB: 1989342, SB: 10749913, TC: 40, AC: 6               
RB: 1989342, SB: 10749913, TC: 41, AC: 7               
RB: 1989342, SB: 10749913, TC: 41, AC: 6               
RB: 1989342, SB: 10749913, TC: 42, AC: 7               
RB: 1989342, SB: 10749913, TC: 42, AC: 6               
RB: 1989342, SB: 10749913, TC: 43, AC: 6               
RB: 1989342, SB: 10749913, TC: 42, AC: 5               
RB: 1989342, SB: 10749913, TC: 42, AC: 5               
RB: 1989342, SB: 10749913, TC: 42, AC: 5               
RB: 1989342, SB: 10749913, TC: 42, AC: 5               
RB: 1989342, SB: 10749913, TC: 42, AC: 5               
